    28    36    27    31    29
    29    32    25    19    32
     3    32    28    35    32
    22     2    18     9     2
     7    29     9    32    23
     5     4    24     9    23
    31    12    16    25    16
     2     6    19    20    16
    30     7     4     3    18
    29    11    27    28    25
    31    34    13    21    33
    21    18     2    13    35
     3    34    18    30    21
    16    32    16    25     8
    13     3     9    29    17
    34    18     6    26     4
    26    32    30    15    12
    25    24     8    12     3
    15    21    35    19    20
    16     8    25     2    11
     2    12     2    32    28
     2    31    14    19    18
     7    28     8    26    11
    28    34    22    26     7
     3    21    15    25    23
    26    20    22    27    19
    18     2    36    23    19
     6    19    18    29     3
    13    12    21    28     2
     3    15    16     5    17
    27    11    36    18    12
    13    18    23    16    22
    36     4    13    21    32
    27    35     2     5    16
    29    36    36    19     2
     8     4    26     3    34
     5     7    15    22    29
     5    31    21     6    30
    24    35    31    11     2
    14     2    26    20     2
    13    10    11    12    34
    27    27    15    30    33
     3    34     2    32    18
    13     4    35    15    28
    35    11    28     2     5
    19    27    31    32    18
     9     3    18    36    31
    18     5    28    32    16
     3    17    18    34    11
    31     5    20     9    19
    10    34    20    10    35
    15    23     6    26    29
    16    36    32    23    26
    24    23    15    22     2
    12     6     2     6    13
    36    31    35    27     3
    24    36    10    10    13
    22    34    35     7    28
    18    30    13    19     6
     4     6    13    14    21
    19    33     4    17     3
    12    13    22     8    22
    13    18    30     2    31
    25    19    28     5    24
     4     4    32    34    13
     2    15    34    10     8
     2    19    20     3    14
    31     2    13    21     9
    19     2    18    28    35
    26    27     2    29    14
     4    24    28    12    20
    12    13    30    32    27
     7     2    34    23     2
     7     4    16    26    12
     8    21    10    20    27
     8    11    13    22     7
    29    17     4    34    29
    28    34    26    10     2
     2    34    10    18    19
    19    23    25    29    12
    35     8    17     7    15
    11     7    36    23    25
    25     4    20    21     7
    23    35    22     4     4
    10    21    35    11    24
     2    11    35     8    15
     8     2     7    20     4
    25    19    14    10     5
     2    15    34    13     4
     7     4    33    22    36
    32    11    24    27    19
    21     2     2     8    31
    16    23    34     7    26
    13     2    11    19     7
     2     2    28     8    20
    19    26     4     3    15
    19    24    30    27     3
    19    23    12    35    30
    35    27    21    35     4
     9    29    22    34    15
    34     6    36     3    35
    23    12     2    21    15
    26     4    21     4    18
    28    34     3    31     2
    14    26    23    26    14
     9    33     5     2    28
    31    25    36     8    10
     6    18    31    11    27
    17    24     7    15    28
    34    17    23    34    28
     2    13    22     7     4
    26    34    14    17     4
     5    16    13    27    20
    12    28    24    25    14
     8    13    17     7    35
    27    11    35    12     9
     2    17    16    28    22
    24    21    28    21    32
     5    35    21    23    23
    16     3     7    30     2
    23     2     2     6    15
     6     4    30    17     9
     9    11     2    29    28
    24    16    18    32    36
    26    32     4    32    29
    12     2    27    12    29
     8    30    12    18    22
    12    21    25    33    18
    29    19     3    33     4
    16    17    21    29    31
     5     4     8    36    27
     3     4    11    16     2
    14    35    11    13    35
    27    26     2     9    30
    13    15     2    26    10
    12    11    33     2    10
    33    23    30     7    31
    24     3     2    31    22
    24    19    32    33    12
    14    21    21     2    19
     2    20     3    33    31
    14     7    30    29     3
     2    13    25    15    13
    26    35    10    16    11
    34     2    25     3    29
     5    31    36    14    24
    22    33    12    23    32
     2    15    35    26     3
    25    32     5    10    20
    21     4    21     9    34
    30    21    28    16     2
    11    13     9    16    30
     6    34    20    23    27
    32     2    32     6    31
    27    19    22    11     3
    35     4    14    20    33
     2    13     9    28    29
    18     2     3     2     3
    36     8    21    36    30
     4    31     7     2     2
    31    21    21    35    24
    16    34    13     2    26
    16    14     2    17    36
    21    18    13     9     6
     5    10    34    14    17
    12     6    17    24    27
     9    22    27    28    17
    26    26    11     5    20
    11     8    19     9    18
    17     2    35    34    26
    17    34    31    24    29
    30    26    11    21    20
     8    30    25    16    17
    32    24    33     7    16
    18    23     7     7     9
    33    23    30    31    35
     2    26    12    29    22
    26     2     8    34    23
     3    34    15    19    10
     8    13    33    28    29
    28    12    28    28     7
    25     3    28    31     7
     5    34    20    15     5
     2    34     4     3    29
    35    24    11    29     6
    12     2    14    24     3
    27    30    18     5    22
    34    17     2     2    23
    23    34    22    35     9
     2     2    22     5    14
     2    27     5    30    10
     4     6    16    15    33
    35     3    34    26     2
    35     7     9    13    24
    18    14    20    18    22
     2    25    10     5     6
    32    16     2    23    14
     2    16     2    13    14
    23    36     8     8    17
    21     3     9    13    29
    12    33    19    25    34
    17    31     2     5    34
    34     2     5     8    15
     2    25    21    11    24
    31    13    20     3     2
    17     9    21     2    26
    29    15    24    13    13
    11    21    34     6    13
    29    10     2     2    22
    23     7    12    29    32
    36     6    24    21    18
    11    27    27    16    34
     2    27     7    25    35
    13    33    18    18    15
    25    27    11    16    36
    29    22     2    20    12
    26    20    21     9    10
    21    35    27     4     9
    23     2    30    28    20
    21    22    29    30    28
     8    36     2    11    27
     3     4    11    11    12
    14    11    21    19    21
    20     7    31    23    25
     2    28    17    11    16
    27     6    10    12    13
     4    13    23    27    13
     9    22    17    10    30
     3    20    35    28    10
    24    25    10     7     2
     2    18    31     7     2
     3     2     2    17    12
    19    27    35     5     2
    12    15    11    12    34
    15     9     7    30     3
     3    20    15    14    25
    22    33    34    30    33
    34    23    35    20    32
     8     8    24     6    22
    26    33    21     6     2
    12    22    16    31    15
    26    21    32    24    28
    34     6    35    19    36
    32     3    32    34    14
    18    35    10     4    18
    21    28     7    23    19
    34     9    24    29     2
    24    17    14    13    16
     5    22     2    29    32
    14    20    14    32    24
     3    29    13    36    32
     2    11    18    28    32
     6    29    24    15    13
    17    18     3    33    36
     6    36    31    17    17
    22     2    13    35     7
    26    30     4    12     7
    27     4    14    12    18
    23    32    26     3    27
     2    24    13    28     6
    35    29    11    28     8
    33    19    24     2    19
     2    23    22     5    26
    10     8    28    26    27
    19    28    17    36    18
    27    33    18     2     2
    23    18    10     2    27
    32    14     2    17     2
    15    18    13    18    15
    12    14    17    12    15
    34     5     9    21    11
    14    16    27    33    17
     2     6     2    12    18
    32    33    22     2     3
    33     4    27    11     9
     2    32     8    18    34
     2    15    27    29     8
    27    36    12    32    14
    34     2    19     2    18
     3     5    10    11     9
    19    25    34    32    24
    20    16    28    34    34
     5    25    17    36    21
    13    24    13    32    14
    13     7    22    35    13
    11    31    15     6    23
    15    35    28    33    25
     5    22    14    17    32
    19    32    26    14    21
    19    14     4    28    19
    36    10    34    31     2
    16    26    28    26     6
    15    27    23    32    36
    26    25    30    30    12
    28    19    23    28     8
     8    27    34    13    30
    24    30    21    16    34
    16    32    27    19    13
    32    12    22    23    27
    29    20    30     6    15
     2     2    32    31    32
    18     7    26     2     6
     8    26    30     4    15
    36     3    35    35    13
    36    31    11    23     3
    33    25     4    25     2
    28     8     4    16    20
    31    24    34     5    35
     2    28    29    26    18
    35    22    11     7    26
    35     2    19     2    36
    23    33    22    15    13
    24     5    35     2     5
     7     7    16    26    11
    27    36    12     2    21
     2    33    18    19     2
    25     7    33     7    19
    33    22     2    15    25
    25    30    32    28    28
    31    10    33    15    27
    24    27    28    28    13
    25     6    20    21    26
    14    16     3    30    17
    16    33    24    23     8
    20    12    14    31     5
     4     6    14    12     7
    18    35    11    11     2
     6    22     9    30     7
    17     6    25    19    26
    10     4    28    33    26
     2    24    33     5    31
    18    25    13    12    20
    30    26    13    19    25
     8    16    13     4    11
    32    32     9    30     2
     2     2    25     4     7
    24    16    31    28    16
    33    20    26     2    29
     9    29     9    31    17
     4    25    14    26    30
    35    23    20    26    19
    28     6    17    18    25
     8    34    29     4    24
    10    12    10    14    16
    30    16     8    27    32
     2    22     2     2    13
    18    20     5    22    15
    31    33     6    21    11
    26    28    36     7    33
    14     7    10     4    20
    26    12    23    19     8
     7     4     2     2    24
    29     8    28    27     4
    16     9    25    21    20
    11    14     6    35    25
    21     2    13    28    17
     4    28    10    24     7
     2    25    32    11    19
    11    13    29    13    12
     4     4    20    31    32
    17    32    34    11    22
    16    14    16     7    25
    13    31    29    27    26
    31     2    20     2    26
    12    34    30     3    35
    23     2    15    30     3
    15    25    11    26     6
    13    33    30    14     6
    29    20    35    20    34
    28     6    31    31    11
     6    20    11    20    35
    20    10    14    26    29
     7    30    15     7    24
    26    36     2    12     4
    18    18    13    23    23
    13     8     8    30    12
     3    18     3    21    35
    33     2    30    34    19
    13    25    28    23    10
    27     5    16    18    26
    12    19     2    33     4
    32     2    22     2     8
    28    34    33     2    12
    10     7     5    17    22
    19    13    23    13     2
     5    17     6    33    34
    26    35    27    17    11
    10    20     8     4    11
    16    34     3     9    15
    28     8    10     3    20
    10    30    10    29     9
    16    36     7    13     5
    13    31    13    27    24
     2    10     2     7    13
    28     2    27    23     2
    32    25    19    34    32
    10    22    26     2    10
     3    27     9    18    25
    29    29    30    24    26
    28    33    15     7    18
    30     8    24    19     2
    29    24    26    29    25
    11     9    20     9    14
     2     2    13    33     8
    20    29    31     2     6
    12    12     7    24    10
     2     7    26    31    24
    32    28     3    27     7
    29    17    21    32    21
    16    11    15     2    29
    23    33     2     3     2
    22    26    35     6     6
    21    16    17    12    12
    36    36    19    12     5
     4    11    32    12     9
     9    16    35    23    14
    24    18    14     4    16
    22     2    18    11    35
    23    23    17    20    16
    36    34    10    25    19
    33     7     4     6    36
     8    15    14     2     6
    14    20    28    12    22
    26    15    34    33    12
    29    23    21    24     2
    16    16     4     3    20
    28    33     5    26    17
    14    26    11    18    12
     2     8    30    30    22
    23    18    23     6     3
    22     8    20    28    19
    17    22    35     9    20
    35     3    30    31    13
    28    19    24     7     4
    24    11    15     9    26
    21     6     2    20     7
     4    23    13     2    30
    23    13     8    20    15
    22    27    30    31     7
    33    20    30    12    33
    18     3    35     5    32
    28    30    11    35    28
    32     6     7    10    34
    32    24     5     8    33
    25    33    20     3    16
    24    28    22    24    34
    22    18    16     2    12
     9     7    33    14    26
     2    26     8    35     2
    21    11    23    17     6
    28    12    11    33     8
    27    10    30    36    19
    25    16    29    31     2
    18    34    32    14     6
    23    31     2    13    14
    33    16    34    34     2
     8     2    25    34    34
    30     8    17     5     7
    35     3    15    18    33
    20    12     7     3    15
    29    25    10    30    14
     6     8     7     6     8
    30    36     8    32    30
    28    29    27    13    22
    33     6    16    31    20
     2    33     6     3    29
     2    13    12    26    27
    25    35    12    32    10
    20    12    26    13    13
    17    36    27    26    27
    23    30    15     4    27
    21    25     6    23    35
    13    21    20    31     4
    34    32    35     8    11
    28     2    27    26     2
    27    23     2    11    12
     2    20    27    18    34
     6    26    18    12    30
     3    36     4    30     5
    35    33    11    16     6
     6    33    32    29    30
    10    29    11    36    31
    29    12    32    24    33
    32    22    31    27    22
    12    25    11    28     8
    21     5    31    17     9
     4     9    23    31     4
    24     2     2    11    29
    12    22     9    35     4
     9    29    12    20     2
     2     2     4    13    17
    12    19     8    35    21
    13    24    22    19    30
    16    10    17    22    29
    34    32    25    20    19
    26    23     7    20    22
    28     2     2     8    15
    35    20    32    29    35
    20    26    23    34     5
    23    33     9    21    25
     9    23     6     5     9
     4    36    14     6    20
    13     5    14    34     2
    25    14     8    20    35
    33    32    13    34    32
    20     9     6    34    33
    26    13     2     6    24
     8     8    18     2    24
    21    10    27    29    35
     3    20    16     2    16
    26     2     2    16     8
     2    29     9    13     2
     8     2    31    11    30
    14     2    18    18    32
    12    15     2     2     8
    30    19    15    31    13
    12    20    14    31    27
    36    15    35    13     2
    11    23    27    21     2
     6    13    16     4    35
    15    35    19    17     6
    15    12    17    29    21
    25    14    24    17    24
    26    13    31    20     3
    16    18    27     8    24
     4    10    14    29    14
    34    10    22     4    12
    32    12    10    13     4
    20    22    18    36     2
     6    22    35    29    30
    30    32    15    19    31
     4    34    29    11    33
    20    12    15    27    25
     6    28     6     3    36
    34    25    23    36     2
    32    15    30     2    18
    34    15    31     2    22
     8    20    33     2    27
    14    34     2    36     3
    35    32    17     5    25
    17    15    29    17    17
    10    19    19    10    34
    11    27    12    28    27
    23     2    22    20    10
     2    13    22    15    17
    22     9    13    15    31
    36    20    21    17    19
    17    24    20    15     2
    29    16     5    13    12
     6    23     5    18     9
    23    19    25    36    17
    27    12     5    33    19
    31    23    18     4    24
    11    20     2    31    27
     7    35    19    15    29
     4    28     8    14    29
    22    11     2     2    29
     8    22    19     4    17
    21     3    24    27    19
    17    22    26     5    25
     3     6    17    35    36
    35    21    16     5     8
    26     2    26     4     8
     3    33    20    35    20
    29     6    22     2    26
     4    11    18    33    13
    30     7     9    31    10
    24     2    27     3     9
     2     2    12    14    23
    22    33     7    23     6
    34     9     9    13     4
    22    13    14    25    27
    19    19     9    36    11
    24    12    35     2    15
    22    20    22    13    12
    35    33    11    11    26
     3    16    31     8    33
     2    12    31     7    26
    14    22    25     2    22
    36    32     2    28    35
    15     2     5    21    26
    28    12     4     4     9
     2     4    12     4     7
     4     5    26     5    29
    14    18     5     4    20
    28    31    35    25    29
    29    35    25    30    15
    26     9    12    29    29
    14     2    20    15    26
    15     9     2    33    14
     3    29     2    19     2
    36     8    20    30     2
    24    19    33    35    27
    27     2    11    20    31
    15     9     2     2    12
    29     5    20    11    36
     9    24    27     2    31
     5    12    18    11    28
    11     2    33    12    17
     7    12    21     3    15
    10    24     2    33     3
     6    20    22    30    16
     8    29    20    27    25
     6    20     2    23    36
    27    11     8    15    26
     5    22    12    16     2
     7    28     2    16     6
     4    36    12    23    11
    29     5    35    30     9
    25    26     3    11    25
    14    15    18    17    11
    25     2    30     3     3
     7    24    27    36     7
    13     9     2    30    32
    27     9     2    27    12
    23    14    32    20     2
     3    28    22    28     2
    22    22    15    35    30
     4     4    14     2    36
    36    33    22    31     2
     7    36    11    15     4
    17    29     5    22    31
    21     2    26     2    16
    18    36    18    18    36
    29    11     7    25    17
    34    12     5    11    13
    25    33    26     8    22
     9     2     2    30     9
     2    12    13    16    34
     9    14     2     4    20
    28    29    36    35    21
    14    33     2    24    12
     6    21    19    34    31
     2    25    21     2    24
     4    21    28    25    21
    25    12    17    33    26
    25    10     2    28    19
    22    16    20    28    10
    28     8    13    36     4
     4    14    29     5    10
     9    14    33    23    14
    27     5    18    33     3
    14     7    28    30    15
    15    27     3     2    11
    22    25    16    30    27
    32    34    20    24    23
    18     2    32    26    28
    11    12    15    26    13
    29     8     2    31     7
    34    21    18    15    24
    11    13    36    26     8
    16     5     7    30    13
    31    21     8     2    28
    19     5    34     9     9
    10    33    18    18    12
    12     9    11    28    17
    23     2    16    33     3
     7    34    11    31     2
    11     7    34     2    17
    13    25    32    34    22
    27    28    11    14     8
    28    24     4    36    29
     2    32    10    27    31
    26    31     4    26    13
     8    35    17     5    18
    28     8    33    30    30
     2    14     5    18    28
    29    14    30     5    29
     8    12    24    10    18
    31    19    27    21    16
    24    12    20    20    15
    15    24     3    25    32
    12    22    32    10    34
    31    35    36    30    22
    21    36    21    15    25
    35     2    10     7    36
    18    20    35     2    35
     4     4    33    35    32
    22     2    33    16    16
    23    16    36    17    27
    28    29     6     4     5
     6     2    11    16     6
    13    27    22    18    10
     8    22     2     2    17
     3    12     6    15    27
    18     2    28    35    23
    22    33    36    17    35
     3    26    24    26     8
    28     2     4     4     2
    11    25     7    15    15
    12    28    12     8    31
    24    22    26    32    28
    10    28     4    24    26
     9    17    28    30    24
     3     8    31    10    19
    34    27     5    33    11
    31    14    16    21    26
    27     2    10    14    34
    18    16    31    22    18
    17    15    21    19    14
     7     5     6    33     2
    18    17    12     7    24
    11     2    12    12     7
     3     3    11    24    26
     8     5     7     5    19
     9    35    30    12     2
    14    26    13    24    18
    18    16     2    17    35
    19    25     6    19     5
     8    35    19     2    27
     5    23    22     2    22
    32     6    26    34     3
    35    20    20    16     3
    34     2    28    11    10
    22    21     3     6     5
     7    33     5    24    35
    25    16    13    32    19
    15     9     5    33    21
    10    22    32    17    34
    16    36    24    12     7
     4     7    17    35    17
    10     5    19    21    18
    36     2    34     2    21
    25    13    12    12    15
    21    24    29    34     3
     5    15    29    14    33
    21     9     5    13    29
    18     8    21    27    23
     6    30    35    35    22
    33     9     4    28    12
    28    20     8    14    17
    23    32     7     6    25
    19    12     2    13    16
    23    27    15    12     3
    12     5    20     5    25
    25    18    19     8    31
    19    21    20    34    20
    18     4     6     9    26
    28    36    32    12    19
    34    21     4    27     2
     7     2     3    16    16
    18     2    31     5     2
    36    25    18    16    28
    12    16    27    15    30
    19     2    19    27    20
    18     2    21     7    34
    34    21    21    18    29
    13    35    27     3     9
    15     8    25    10    23
    13     2    35    18    35
    16    14    17    12    21
    28     3     2     4    17
    10     2    22    23     4
    22    18    36    20    22
    14     6     3    18    23
    33     8    15     5     4
     9    11     5    33    10
     2    12    14    24    16
     2    32    31    17     9
    35    18     2    10    16
     2     2     2    36    27
    32    21    25    28    14
    20     2    18    22    33
    36    14    24    18    34
    10    33    10    28    17
    24     2    23    14     2
     4    28     8    34    18
    30    26     7    16    22
    23     5     3     2     3
     6    24    18     6    14
    28    26     9    10     4
    26    20    31     4    21
    19    19     8    27    18
     6     3    13    34    27
     5     2     2    19    33
    23    28    16     3    36
    25     6    20    29    30
     6    20    13     4    34
    18     3    29    21    12
    11    18    15    34    17
    28    12    32    19    10
    19     4    27    27    32
     2    29    28     5    22
    29     3    22    13     4
    23    18    21    13    19
    32    10    33    21    10
    24     9    16     2    20
    32     9    11    15    13
    22    29    20    29     5
    27    12    31     4     4
    32     2     8    29    16
    19    16     9    15    23
    30     6    18     2    28
    15    29    17    11    26
     2     7    23    10    24
     9    14    26    11    19
    18    17    18    31    15
     9    29     5    30     2
    25    18    24    21    17
    27     8    17    24    30
    20    13     6     8    36
    14    17    25    22    34
    13    35     5    14    22
    21    25    27    10     3
    16    28    36    21    10
    14    30     6     2    36
     7    16    32    13     5
    13    10     9     5    19
    19    35    15    10    17
    28    27     3    17    28
    30     7    35    30    16
    23    18     2    13    31
    34    29    21    15    15
    18    20    31     3    13
    20    35    22    26    32
     2    15    23    11    28
    32    27     4    23    17
     2     7    18    16    28
    12    34    10    15    16
    19    17    27     2    24
    33     6    11    35     4
     5    19    32    15    35
     8    27     7     2     8
    22    29     6    26    12
    20    30    15     2     2
    18    31    23    32     2
    25    10    16    36    14
    35    23    11     4    12
    16     8     2     2    25
    14    31    28     4    15
    33    12    36     2    13
    25     2     7    15     9
     2    17    22    31    30
    27    15    15    15    11
    28    10    20    29    13
    33    17    26     4     3
     7    27    34    29     4
    22    12    11    14    22
    16     3     3     9    33
    24    15    15     8     6
    19    27    36    26     2
    15    31    27     7    28
     4    23    13    27     2
    15    27    24    28     8
     2    26     2    24    16
     6    24    24    18    20
    14     6    30    35    25
    10     7    11    29    36
    30    17    33    13    21
    15    34     3    11    25
    18    16    23    17    18
    34    12    15    12    23
    30    30    23    26     3
    19    22    15    19    23
    14     3     4     8    25
    32    11    24    36    15
    14     5     2    33    17
    18    23    34     2    19
    11    25     2     2    17
    15    12     7    29    29
     2    24    29    34    36
    19    21    30     4    28
    34    28     9    24     7
    16    26     9    35     9
     3    13    11    12    30
    25    24     5    17    33
    14    30    29    23    29
    28     6    32    10    21
    35    11    31    31    32
