    43    50
    45    41
    49    45
    45    43
    45    45
    48    40
    44    48
    41    44
    42    43
    43    40
    51    51
    45    43
    51    47
    50    46
    46    45
    48    45
    44    41
    46    50
    43    43
    47    50
    47    41
    43    43
    49    41
    41    42
    47    50
    46    46
    51    40
    45    49
    46    49
    45    40
    41    51
    49    40
    51    42
    44    48
    41    49
    48    46
    46    45
    48    46
    45    41
    50    40
    46    47
    41    40
    51    44
    42    40
    40    51
    40    40
    46    51
    50    48
    46    40
    49    40
    42    50
    40    45
    46    44
    40    49
    51    43
    40    40
    49    50
    50    49
    51    42
    40    40
    49    40
    42    40
    45    40
    46    48
    40    41
    42    42
    47    51
    40    51
    45    40
    51    41
    42    49
    50    44
    42    44
    43    49
    40    50
    48    40
    40    47
    43    40
    49    42
    40    43
    40    49
    42    49
    51    41
    41    43
    44    40
    42    49
    46    48
    47    44
    50    51
    43    47
    40    40
    50    51
    40    40
    41    42
    40    50
    45    48
    50    47
    49    44
    40    40
    43    42
    44    40
    45    46
    42    50
    49    49
    48    44
    51    40
    49    46
    48    40
    40    49
    49    41
    48    46
    47    51
    40    50
    44    43
    48    45
    45    43
    50    40
    45    41
    50    51
    49    47
    43    43
    42    50
    45    48
    43    51
    46    49
    40    44
    49    45
    44    45
    42    48
    44    51
    45    40
    42    50
    40    46
    45    44
    44    49
    46    46
    46    41
    51    40
    48    45
    40    40
    48    48
    48    42
    48    44
    44    44
    44    41
    47    49
    50    40
    45    43
    48    43
    45    41
    48    49
    49    40
    49    49
    45    49
    42    49
    43    48
    46    40
    44    51
    46    48
    50    50
    48    41
    40    40
    43    47
    41    40
    40    40
    40    43
    49    44
    45    51
    40    40
    48    42
    48    48
    51    42
    42    41
    46    40
    40    44
    42    42
    50    49
    47    50
    46    47
    50    50
    51    44
    47    41
    41    50
    40    49
    45    47
    44    41
    40    49
    49    43
    47    42
    45    44
    47    50
    46    51
    40    51
    44    51
    47    40
    47    51
    42    44
    51    48
    40    43
    44    46
    41    50
    44    51
    42    50
    46    40
    50    43
    42    49
    42    40
    49    40
    46    47
    42    44
    42    47
    50    40
    46    49
    51    47
    40    48
    44    46
    47    41
    46    50
    42    49
    43    43
    40    48
    51    41
    51    47
    43    43
    49    40
    49    51
    41    45
    46    40
    48    41
    45    40
    42    48
    43    50
    47    45
    40    45
    40    50
    49    45
    40    51
    46    48
    46    41
    47    44
    50    40
    44    40
    49    49
    40    45
    48    41
    46    45
    45    44
    46    43
    51    43
    45    47
    43    40
    40    49
    43    48
    40    45
    47    42
    40    43
    40    42
    43    49
    44    42
