    32     6    21     9    20    35    47    21    34    47    10    45     7    22    31    18    48    33    45    22    46    45    10    44     5    36     7     5     7    44    48    33    48    23     5    45    48    34    35    36    44    47    48     8    31    20    32    36    20     7     6     7    36    10    22    20    34     6    19     5    36    36    44     9    44    44    20    32     5    32    46    20    23     6    45     6     6    33    47    36     5    18    47    35     9     5    20    21     5    10
    32     5    44    22     9    20     5    20    31    48    22    23     5    31    10     6    46    23    36    21    36    44    32    33    23     8     5    47    45     5     8     6    18    22    36     9    22    34    21    23     9    35    36    44     8    31    19     6    47    31    31    47    22    34     5     5    47    35    19    20    20    45    46    31    36    47     8    19     8    18    35     8    48    45    46    46     6    21    21     8    45    48    44     6     6    34    21    48    35    45
     5    35    47     9    18     9     5     8    21     6    46    20    10    34     6     5    18    47    44     6     8     6    34    44    48    33    35    46    23    20    22     5     5     9    33    18    45    47     8    22    36     5    35    20     8     5     5    23     8    21    20    22     6     5    10    20    46    32    23     5    20    45    36    47    32    47    23    22    48     6     9    31    44    47    18    47     7    48     5    48    45    36     5    22    18    22     6    21     6    19
    31    47     5    33     5    10    22    45    22    10     9    34     7     5    23    32    46    48     9    35     7    20    32    35    23    19    45     8    18    23    47    19    45    47    31     5    44    44     8     6    22    47    10    19     6     6    18    44    23    21    36    31    46    46    10     8    44    19     8    47    23    35    47    36     9     5    19    18    23    44    45    22    23    22    33     7    48    21    45    45    18     5     8    32     5    45     5     5     7    18
     7     6    32    19     9     9    35     5    31    31    46    18    19    33    48    22    33     6    33    31    36     5    23    36    31     9    32    36    20    44    36    21    46    34    19    31    20     5    34     6    18    19    21    31    32     6     6     9    48    23     5     6    35    18     5    10    48    35    36    48    23    22     5     9    32    36    18     5    22    34    36    35    34     5    35    34    45    32     8    32    46     5     5    32    44    46    20    33    34    36
    10    22    22     5    20     5    21     5    34    33    10     8    32    31     5     5    44    46    10    44    22    48    34    18    35    47     5    46     5    31     6    33    48    10    46    44    34    36    45    33     5    10    47    22     5    46    33     7    35    21    22     6    21     9    47    32    21    31    18     5    35    44     9    18    32     7    47    21    45    23    33     5    33     7    33    23    20    44    35     5    47     6    10    21    34     5    44     9    23    31
    20     5     5     5     5    48     8    21    48    32     6    33     8     5     5    33    22    22    47    46    18    47    36     5    22    18    10     5    19    48    22    19    44     9     7     6    34    47    10    19    36     7    19    46    23     9    44    23    23    19    22    22    35     6    21    35     8    20     9    19    19     5    47    47    22    19    47    33    45    31    32    22    35    22    21     9    32    46    18    19    33    45    34     8    18    20    45     8     8     9
    34    45    32    32    48     5    22    36    31    44    22     5     9    47    45     5    47    18    20    34     9    44    34    31    31    23    36    31    23     8    46     5    23    33     8     7    47    21    18     6     5    47     6     5    31    47    45    35    31     7    36     5    10    46     5    23    32    20     6    44    47    19     5     5    45    45    47    44    47     9     5     5    44     6    10     5    23     7    32    34     6     7    18    10    34    47     5    47    22     5
    48     8     9    36    45    20    10    21    19    44     5    46    34     7     7    33    18     5    45    10     5    18     5    44    10    45    48     8     9    19    22     5     9    36    31    36    34    20    46    47    19    32     5     7    47    47     5     7     9    18     5    46    22    35    46    33    36    21     5     5    19     9    21     5    22    31    18    45    36    44    35    21    47     7    44    31    35     5     5    44    45     8    36    31    33    48     7    46    21    20
    35    23    23    18    47     5    23     8    46    48    44    34    19    20    18    46    23    35    18    48    31    44     5    21    36    22    21    22     9    35    22    48    23     6     9    45     5    32    23    21    21    44    31    32    31     9    48     5    35    23     5     6    35    35    36    10    35    21    20    21    21     8    33    45    46     5    23    19    35    18    23     7    34    36    44     6    44    45    23    44     9    44    19    34    32     5    21    48    31    34
    46    46    34     8     5     5    20    33     8     5     5     5     5    19    36    20    23    48     6     5    36    10    35    36    47    10     9     8    32     5     5    21    18    10    46    44    34    47    32    34    47    45    48    21    33     8     8    46     7    44    22    34    22     7     5    36    44    18    33    18    22    21    33    45    31    47     7    47    20    48    33     5    33    47    10    20    48    35     6    20    21    23     8    45    20    47     9    45    31     5
    45    19    10    44    18     7    44     5    31    33    10    21    10    33    45     5    31    36    48    33     5    35    20    31    33     7    31    45    18    44    19    19     5    34    48     7    48    32    19    19    44     5    36    48     8    22    32     6    36     8    23     6    10    36    19    45    33    22     5    23     5    46    36    23     7    47    31    35    31     8    34    20    45     5    20     5    45    44     6    22    34     8    31    22    23    20    31    19    48    19
    23    34    19     5     5    45    19    34     5    23    33    10     5    19     5    10    19    36    20    18    36    10    19    36    10    47     7     9    21    35    10    18    23    34    19     5     7     5    36    19    33    34    44     5     5    34     6    23    35     9     5    33     8    19    47     5    18    23    31     8    23    48    36    33    10    47     5    20     5    20     5     6    34    35     9    20    46    47    33    45    21    18    31    47    47     7    46    19    48    22
    44    45    36    33    10    44     8    44    47    36    35    33    18     7    45    18    48    23    34    46     7    44    10    19    33    20    33    22    10    21    20    10     6    23    20    48    35    47    32     5    18    22    23    22     7    18    23    45    33    48    22    46    32    32    36    31    20    45    31     8     8    23    47    36    32    46    32    21    18    47    18    33    23    20    36    33    36    44    45    23    31    21    32     7    18     5     5    33    33    33
    20     8    22     5     7     9    22    32     6    18    48     5    47    47    44    48    33    35    45     5    34    46     6    46     5    23     8     6    18    21    33    45    47     7    48     5    23    31    22    20    47    44    35     8    22    48     5    20     5    48    45    34    44    18    36    46     7    48     5     7     8     8    18    22    35    23    48    36     5    22     5    34    19    20     5    46     8    34     8    20    34    44     5    18    46    46    32    33    23    23
    32    34    34    18    23    46    23    31    23    44    46     7    21    22    22    10    18     5    32    19    18    34    45    45     9    21    36    10    32     6     6     7    10    36     8    20    47    35    35     5     7    44     9    32     8    19     7    46    20    22    34     6    31    34    22     5    46    34     6    32    19    46    36    36    21    32    22    36    20    46     8    18    44     6    35    33    33     9    32     5     5     5    46     6     8    46    18    33    23    18
    34    21    22     5    31     9    31     9    32    19     6    46    10    22    32    47    45    21    22    20    23     7    19    20    46     8    47    31     6    46    34    36    34    10    18    32    18     9    23    33     5    44     5     5    36    20    21     6    44    18    33    34     7    22    35    22    23    48     8    34    10     8    34     6    21    22    36    45    20     9     8     6     5     5    45    31     8    23    23     6    18     9    46    21    21    35    10     7    47    46
    22     5    36    23    19     6    23    34    46     8     5    46    33    35    20    35    36    31    36    36     6     6    21    32    33    19    33    47    35    44    18    10    18     8    46    44    33    31    23    22    33     5    21     5    22    36    47    32     5    48    45     5    10    32     5    18    46    35    22     7    36    34    32    10     7    31    21    48    21    47    23     7    33    33    35     7    21    35    21    47    21    35    10    22    31     8    32    18     8    45
    22    48     5    36     6    19    20    44    45    45    44     9     8    32    36     5    20     5    21    48    34     5    32    47    20    44    46    23    45    34    23     6    18    19    22    36    20     5    34     6    33     5    44     5     9    31    47    34     5    36    35     8     7    19    44    20    36    45    36     5     6    19     7    34    47    22    47    23    19    35    34    21     9     6    35    18    47     5     9    18    31     8    34     5    21    35    32    35    31     9
    18    48     8    36     7    36    33    44    23    45     5    34     5     8    44    31     5    23    45     5    33    46    20    47    33    35    44    22     5    35     5    23     9    19    46    31    31    32    45    22    23    34    10     8    19    32     8    45    20     5    31    45    22    31    46    35     9    21     9    10     5     5    44    34     8    21    31    33     5     7    36    36     8    46    35     5     8    22    33    46    33    31     5    23     8    31    19    22    33    21
    18    35    18     5    31    45    34     5     5     5    44    22    47     7     7    21    18    19    36    36    48    48    20    36     6     6    35    33    36     9     9    18    47    45    10    45    19    10     6    18    44     5    20    35    48    45    45    19    21    18    48    47    35    46    20    34     8     6     7    48     9    10    10     5     7    10    21    31    36    44    22    10    47    34    36    31    45    21    46     5    18    18     6     5    21    23    34     6    22    19
    10    22    35    20    36     5     9    32    32    44    45    20    45     7     5    44     9    21    31    20    19    44    47     9    21    47     5    32    32    44    23    20    45     8     6    46    35    10     9    22    22     7     5    21     8     6    45    36     5    32    45    36     9    21    10    44    23    32    32     8    34    21    32    36    34    19     5    48     7    33    23    32    35    47    23    33     7     8    34    47    33    45     7     9    34    46    34    21     5    18
    46    31    44    46    47    44    19    18     5    36     9     8    34    10    22     5    22     8    47     5    21    35    45    19     7    23    36    35    34     9    23    35    32    48    20    46    18    31    32     5    19    47    33    10     7    45    33     5    36    10    34    18    47    47     5     9     5    46    47    47    32     9    19     6     8    47     5    10    19    34    21    36     8     5    18    31    46    35    32    10     7     9     8     7     8    32    48     8    33    32
    31    31    23    44    44    34     7    18    33    21     5    34     7     5    31     5    36    36    22    23    46    47    36    33    34    21    36    22    36    44    19    48    23    22    23    45    32    18     6    23    22    46     7    45    48    36    21    21    33     6    47    33    47     8    35    23     5    23    22     5    23    45     5    35    36     5    21    23    19    47     7    22    19    36    32     5    48     6    32     6    47    34    35    18     7     7    34    33    31    32
    34    31    35    48    33    31    36    33    45    34    33    44    33    23    44    36    46    35    23     8    21     7    33    19     9     6     9    45    32     6    46     5     5    35    31    36    44     9    47     6     9    31    36    21     5     5     5     6    36    19    36    20     8    47    21    44    45    44    20    32    18    34    19    44    31    47    33    46    21    20    22    45     8    21    44    31     5     5     8    18    47    21    33    31    47    21    22    45    47     7
    45    34     9    22    46     9    45     7     7     9     6    48    10     7    21    36     6    10    47     5    46    10     9    21    47    34    33    36    47    33    21     9     7    47    34    22    36     5     7    45     8     9    20     5    45    22    34    23    31    48     5    21    18     5    18    22     5     5    18     9     5    31     9    36     5     9     5    33    35    32    10     5    19    19    33    36    10     5     5     8    32    20    10    32    36    36    21    10    32    23
    48    18    47    44     5    35    45    23    22     5     7    36    18     6    47    18    47    20    19     7    18    36    19    31    21    46    10    45    19    46    22    36    33    21     5    18    19    23     8    46     6    35    10    31    10    47    34    44     6    36    33    36    35    44     6    21    44    19    48     5     7    44    48    31    32    32    33    10    20    32     6    47    31    35    34    21    36    10    23    46     7    31     7     5    48    47    46    45    48     5
    33    18    32     5    19    47    18    32     5    44     9    21    34     5    23    10    47     5    48     5    48    33    19     7    46    19    18    31    19    19    34    20    20    34    47    35    23    36    31    23    45     5    44    21    35     5    36    44    10    19    44     9    36    18    32    48    21    21    19    20    19    45    21    10     5    31    18     6    36    36     7    45     7    19     9    45    20    46    48    19    23    36     7    34    20    33    45    20     6    46
    35    21     5    33    23     8    48    20    10    31     6    31     8    10    31    44    35     5     5    31     8    44    20     6    19    22     5    45    23    20    19    44    22     7    46     5     7    19    48    48    47    21    18     7     8    22     5    22     6     8     5    34    21    48    21    31     7    44     5    22     6    35    19    34    44    32     8     9    32    34    45     5    23     5     9     5     5    36    10    45    44    34     8    45     7    47     9     9    44     6
    44    36    10    46    23    20    20     9    48    35    46    36    47     5    18    44    21    44    36    36    47    34    35    35    22     5    18    33     9    34     5    36    33     8    22    10    44    46     5    44    48    33     5    23    47    18     5     6    22    22    31    36     6     6     9     5     6    36     6     8     6     7    22     6    31    10    19     6     6    21    31    32    48    46    31    31    48    46    32    10    22     9    36    31    31    10     5    21    18    22
    18     9     5    34    10     5    31     5    20     5    48     8    21    32     5    45    20    34    47    23    23     5    35    21    33    10     9     5     5    36    31     6    21    35    48     9    46    23     5    32     7    36    19    35    23    35     5    34    36    19     8    36    21     5    10    35    45     5    34     5     7    21    44    32    18     9    31    21    23    46     7    21     5    45    48    23    35     8    10    22     7    44    36    18     5     8    23     5    18     7
     6    48    36    45    35    31     6    48    32     9    46    22     5    35    46    10    18    19    19    35    46     5    32     5     5     8    45    23    48     8    44     9     5    32    33    23     9     5    23    36    45    10    33    21     5     5    23    44    31     5    44    44    10    48    32     6     6    10     5    48    48    34    44    32     5     8    48    35    18     6    19    31     7    44    32    22     5    22     5    18    19    48    20    19    48    31    35     8    46    19
    47    36     6    35    44    46    34    22     9    44     9     5     5    32     9     5    36    36    18    47     9    10     5     6    21    23    31    48    48    22    10    34     5    45    36     7    22    20    47    32     5    46    22     5    45     6    22    23    46    21    46    36    19    34    22    46    35     5    31    20    44    18    21    23    35    31     9    44    48     6     6    10    31     7    34     9    10    34    45    10    23     6    20    34     5    10     8    23    32    10
    10    23     5     5    35    44    46    18    32    23    33    47    21    46    45    19     5    33    22    23    35    36    18    22    36    31     9     5    32     8    47    21    20    10    46    35    44    48    22     9    18     7     8    32    44    32    22     9     5    31    20     7    47     9     9    34    34    20    19    36    36     9    35    23    19    45     5    18    34     5     8    47    35    33     5    35     8    47     5    19    44    46    33    47    44    23    23    35    10     9
    31    46     6    48    31     5    33    35    23    33    22    32     6    22    36     8    48    19     7    19    23     8    34    32    32     5    10     6    19    23    31    10    32     6    31     9    36    46    35    20    33    20    23    22    18    45    36    21    21    10    18    45     5    46    33    36    44    33    35    47    32    48    48    32    44    21    48    22    18    46    48     5    35     8    48    20    21    47     5    48     6     6    34    47    33    44     5    34    18    18
    45    18    48    19    23    23    31     7     6     7     7     5    35    18     7    44    23    44    19    35     9    44     5     5    19     5    36     7    18    23    19     5    31    48    45    44    34    48    19    48     5    22    46    22     9    23     5     6     6     5    35    46     8    18    10    36    23    36     9    33    45    44    22    33    31    34    31     6    45    22     9    19    31    32    45     5     8    32    34    20    47    23     6    34    35    32    10    18    21    22
    23     5    34    10    47    19    18    32    44    20    19    18    21    20    10     8     6     7    34     5    20    19    36     8    45    35     5    36    36     8     5     5    35    46    22     9     6     8     6    20     9    48    32    36     5    10    22    36    45    19    20    18     5    19    48    20    46     7    20     7     9    47    20     5    23     6    45    44     5    44    33     7    22    47     5    48    21    21    18     5    47     5    23    35    34    44    21     5     7     6
     8    34     6    46    48    46    18    36    33    20    10     9     7    34    21    35    44    33    19    47    18    48    46    36     8     6     8    19    47    19    34     6    20    22    19    48     5    47     5    22    46    44    36    36    18    22    46    31    47     5     7    18    31    10    34    22     9     6    44    31    20     8    21    23    45     7    32    47    47    44    34     9     6    31    36    23    21     8    10    19    45    33     8     7    46    20    36     5    44    18
    45    23    10    36     5    36     7    21     7    46    46    20    20     9    32    20    22    21    47    21    20     6     7     9    22    23    48    33    36    20    47    21     6    23     5     8     5     5    18    18    20     5    33     6     5    48    46    19    18    31    36    18    23    10    32    20     5    20    23    21    20     5    22     8    47    47    21    22    19    31    36    47    23     5     9    10     9    46    35    45    44     5    47    20    47    18    10    19    36    21
    31     5     5     6    19    34     5    44    45     6    44    19    48    21    44    10     7     5    19    45    34     9    10     7     6     9    35     6    34    34     5    36    10    46    18     5    33    32    19     9    48    19     5    34    18     5     5     5    48    23    33    22    46    23    10    21     5    20    44    34    48    10    46    20    47    34    34    35    23    19    45     5    45    10     5     6    31     9    47    19    32    22     8    18    44    45     6     5     5     5
     7    45    20     7    10    23    22     9    34     6    22    21    32     6    21    20    20     9    23    20     7     5    36    47    23     7     5     5    20    34    45    23    18     5    48    46     7    21    31    32     7    21    36     6    47    20     5    31    22    36    35    20    10    47    19    23    36    33    20    35    20     6    23    23    33     5    31    31     7    44    31     5    44    44     6    45    20    21    44    20    33    34    34    21    34    45     9    18     5    21
    33     9    35    10    36    44    31    21    31     6    23    36    33     6     6    33     5     8    31    18    20    18     9    18    45    32     7    19     5    31    18    31    19    35    22     5     8    45    35    45     9    10    22    35    20    20    19    19    32    10     9    31     7    32     5    46    20    45    21    19    23     8    19    45    32    21    36     7     8    48    10    19    46    44    47    44    47     7    10    44    21    46    23    35     5    18    31    48    22    35
    10    32     7     5    48     8    18    33    44     6    44    34     9     7    20    20    48    18    35    19    31    23     5    19    23    32     8    47    32    18    45    20     5    44    33    47    31    21    18    18    20    21    33     5    36    21    47    44    22    33     5    18    45    35    31    33    23     6    45    19     5     8    20    18    23    36    47    34    18    18    20    19    23     5    46    34     7    35    47     6     6    20    33    18    47     8    23     8     5     9
    44    31     7    22    36    21    32    18     5     5    19    32    45    33     5    46    35    18    48    10    48    45    35     6    36    18     9     5     5    46    10    33    23     6    10    34    36    48     5    44    46     5     8    18     9     5    19    44    32    32    23    10    10    10    35    31    35    21    31    44    34    19    22     6     5     8    23    47    31     6    44    36    35    10    44    18     5     5     9    34    45    10    18     9     7    20    23    48    22     5
    18    32    23     8    23     6    45    44    23     5    10    23    45    23     9     5    22     5    45    18     7    45    45    20    21    10     7    32    47    46    35     8    35    31    48    32    19    34    44    22    18    47     5    35    46    20    18    45    19    19    47    36    10    36    45    32    32    45    22     5    20    44    18    20    45    10     5     6     8    46    33    35    45    48    10    10     6     5    34    19    19    45    47     5    20    35    46     5     5    19
    10    36     8    31    31     5    45    31    47    48    20    21    32     6    23    47    31     9    46     8    18    22     9    48     9     5    44    35    36    32    46    46     7    19    34    10    32    31    45    31    31     7    33    35    21    47    35    32    33    33     5    18    33    35    46    35    23     8    10    32     6    33    34     6     5    47    19    46     5    33    20     6     5    48    20    44     8    23    23    10     5    36    48    23    20    47     9     8    22    45
    18     5    36    45    48    18    48     5    19    20    23    36     9    46    10     5    20     5    19     5    34    21     5     5    19    47    35     8    18    47    36    22     5    20    23    10     8     5    46     5    20     7    21    32    19    44    48     5    45    46    45    47    32     5     5    48     5    45     5    47    18    19     5    46     5    32    45     9    34    36    34    31    45    45    34    22    31    46    36    23    20    19    20    23    34    19    45    20    48    33
    22    44     6     5    32     5    19    10    33    19     5     8    47    34    20    20    23    10    44     5    23     9     7    31    48    32    36     9    31    48    23    46    36    47    18    18    10    23     5    35     5     6    36    45     6     5    36     7    48    33     7    23     8    20    10     5    19    45    35    44     7     5    34    34    45     5    31     7    21    32    36    46    22     5    44    48     5    31    33     9    31    45    44    18     5    33     7    10    48    20
    18    32    44    22    44     5     9    32    18    48     8    20    47    47    44    47     5    31    22     5    47     5    48    34    44     5     6     6    47    48     7    21     7    22    20    44    21     5    18    34     5    48    47    10    10    36    48    47    18    33    32     5    34     6    21    32     7    18    35    20    44    47    48    46     6    35    47    21    32    46    36    44    44    35     9    18    19    46    48    10    31     5    36     9    20     5    36    19    36     8
     8    32    36    22    45    45    44     7    34    47     5    18    18     6    19    21    31     5    47    18    19     8    44    34     8    10    21    19    20    36    35     5    22    22    21    35    19    33    48    46    20    20    46    19    46     7    18    33    20    31    36    33     7    31    45    18     9    21     5     7    19    32     5    10     9    19     8    48    33     6    21    18    48    21    46    34    44    22    19     5    47    20     8    34    32    34    44    19    33    10
    46    47     7    34    22    10     5     6    10    45     5    18    33     6    21    33    10     6    31    20    44    10    33    18    46    18    44    23    22    20     9    31     7    20    23    32    34    19    48    46    19    23     6    23    45    21    34     7    19     9    34    35    32    19    19    48    10    22    48    21    35     7    36     9     6    46    48    46    34    47     5    44    35    35    48    36    34    36    45    36    48    19     6    19    47    48    22    19     5    23
     7    34    48    35     9    48    46    36    46    21    48    18    19     8    33     5     7     7    47     7    23    19    35    45    33    34    22    47    22    10     5    32    20    36    20    35    32    18    10    34    23     5    18    23    35    46    47     5    47     6     5     9     5    19    19    33    18    19    21    48     5    21     5     8    21     5    23     8    19    34    36    44    34     7    10     5    33     5    10    36     5     6    35    21    34     5    46    48     7    21
    19     7    32    19    23     6    34    22    48     7    19    46    32     9    45    21    19     6     5    20     7    33     8    18    21    10     5    47     9    46    20     5     7    19    44     9    20    36    18    10    34    34    19    19     8     5     5    23     6    31    21     5     5    18    45    22     7     6    23    23    47    46     6     5    34    20    47     6    46    34    44     9    47    19    10    22    32    45    23    32    10    32    46     6    34    18    18    48    45    10
    20    34    22    10    22     9     9     8     6     8    47    10    44     6    33     5    46    32    23    47    46    47    32     8    31    48     7    44    32    34    19    31    32    23    35     5    20    23    10     8    35    10    20    35    32     5    44    23     5    47    45    18    18     5     6    34     5    20    44    10    19    10    23     6    19    33     5    36     5    32    21    20    21    23    35    18    31    45    21    36    34     5    18    31     8    18     9     5    48    19
     5    36    23    47    48    45    45     5    10     5    19    23     5    23    22    36     8    47     5    20    34    19     7     7    18    32    10    44    20    34    23    10    18    48    46     5     6    31     7    20    47     5    18     7     5    10    22    36     6    48    22    20    10    21    22    47    34    10    47    20    34     5    20    20    46    18    34    36    21    36    44     5     5     9     5    22    36    18     9     7    36    45    23    18     5    10    23    18     5    31
    45     5    44     9    45    35    35     8    22    36    22    33     5    45    22    22    20    45     9    45    44    18    33     7    22    32    22    18     5    35     5    45    48    44    44    23    48     8    18    35    21     5    32    35    44     5    31    18    22    47    34    46    34    46    21    32    32     5     5    20    46     6     6    44    48     8    19    19     7    45    45    22    44    19    44    22     5    20     5    44     6     6    31    21    32     5    19     5    21     8
    46    31    45    32    46    46     7     5    31     5     7    31    44    20    33    18    36    21    10    36     5    10    31    46    32    47     6    36    21    32     7    31    19    47    45     7    33    47    10    33     6    46    46    36    21    46    18    48    23    35    44     8     5     6    23    35    48     5    47    45    45    48     8    31    19    18    46     6    48    31    32    33    32     5    20    47    34     7    32    47    35     5    45     8    23     6     8    33    48    36
    48    44    33    20    32    18    21    31    10     9    32     5    31    22     7    46    48    23     6    44     7    10    10    45    18    44     8    22    10    23    44    32    19    36    10    18    34    10    23    45    44    48    18     5    36    45    45    21    35    32    32    20    34    36    19     5    19    23    19    10    35    18    45    23    35     5     7    35    22     5    34     8     7    45    35    34    34     8    46     6    22    19    35    46    44    35    21    10     7    48
    21     8    31    45    31    47    47    36     5    20    45    18    22     5    32    47    44     9    19    44    33    48     5    46    46    31     8    48    36    47    18    21     5     9    10     7    36    34    21    45    31     9    10     6    44     9    10    32    20    20    33    18     6    48     5    18    32    36     8    20    36     5     8    10    47    36     7    22     9     5    48    47    33    44    22    32    44     6     7    33    44    19     6    46    35    45    22    48    45    34
    48    33     5    44    32    22    36     5     8    34    48    45    45    36    48    32     8    31    19    31    21    48    44     9    31    22     5    44    32    32    44    48    44     5     5    22    32    45    20    36     5    10    22    23    31    36     5    20    46    21    48    35    46    47     5    48    21    33     9    44    35     5    18    18    34    22     9    46     5    47    20    32    21     5     7    48    20     5    35    45    48    20    31    31    47    47    46    33     5     6
    21    20    19    20    46    45    18    18    33     5     9    18    18    18    45    23    48     6    21     5    18    23    34    32     9    18    20    47    19    18     7     6    32     7     6    32    33    33     5    34    33    47    31     9    18    46    46    48    48    47    21     7     6    47    47    35     6    45    32    23    48    20    23     7     5    48     7     5    45    21    48    36    44     5    46     5     7    23     5    22     5    47    46    21     9     5    48     9     5    46
     5    20    46    22     6    34    22    22     6    20     5    10    18    23    47    23    22     8    32     5    21    48    18    46    47    44    32    21    47    48    36     8     5    48    45    45    44    10     7     8    45     5    18    33    18    34    36    20     7    31    20    44    20    23    36    21     5    18    45    19     6    46     7    45    18    21    45    21     8     9    23     5     7    45     5    33    19    20    22    47    34    36     5    45     5    48    31     5    33    21
    18    10    47    22    45    19    45     8    36    44     9    21    32     6    35    21    46    32    18     7    36     5    31    22    22    10     5    45    32    31    46     9    19    44    34     5    31     6    10    45     6    32     5    23    35     5     6    48    31     5    18    44    10    33    31    10     7    31     5     7     5    45    34    34    22    44     5    33    44    48    36    48    31    10    23    44     5    48    20    10    31    22     6    19    36    34    23    19    46    46
    23    47    45     5    20    34    10    33    19    33    21    18     7    35     7    18    47     5    10    36    35     5    20    20    46    34    20     7    31    46    45    47    47     7    31    46    36    45    35    36    46    36    36    48    23     8    46    19    45    31     9     7    18    36    33    20    23    10    23    46    34    20    46     5    20     7    35     5    46     5    48     6    33    34    22     5    32    22    20    22    22    32    44    33    20    21     7    34     5     5
    32    48     5    35    23    31    10     7     5    32    23    33    22    18    48     9    31    34     7    22    33     6    31    22    19     9    20    34    34    31    36    44    34     9     7    44     8     9    48     5    18     5    22    46     6     6    23    22     5    10    35     6    48    22     9    34     8     5    21    23     5     7     7    35     5    34    18    47    31    34    47    35    20    31    46    33    10    46    46    46    33     6    23    20    47    22    45    21    44    23
     9     9    18    33    33     5    46     5     5    34     5    10     5    19     7    45    32     7    33    34     6    34    34    31    32     5    19    20    19    48     8     8    32    36    22    33     6    18    10     7    36    47    31    23    19    48     9    22    23    47    33     6    23    18     5    45    35    22    23    10    19     8    32    18    21    21     5    48    19     5    33    34     9    44     5    32     5    36    23     5    45     5    33    36    47    32    31    23    20    47
    18    18    31    48    21    31     8     8     8    22    10    33    36     6     9    19    21    44    32    23    31     7    31    32    23    19    47    10    33    31    32    31    33     7    20    35     5    18     5    32    31     9    47    36    22     6    33    33    22    46    18    34     6    19    45    18    31    32    46    35     7    36    33    18    35    45    36    44    10    46    44    23    10    31    44     9    32    47     6     5    22     9    45    48    31    31    32    18     6     5
